name,merchant_abn,eariningmean2015-2016,eariningmean2016-2017,eariningmean2017-2018,eariningmean2018-2019,eariningmean2019-2020,earners2015-2016,earners2016-2017,earners2017-2018,earners2018-2019,earners2019-2020,earningmedian2015-2016,earningmedian2016-2017,earningmedian2017-2018,earningmedian2018-2019,earningmedian2019-2020,earningsum2015-2016,earningsum2016-2017,earningsum2017-2018,earningsum2018-2019,earningsum2019-2020
Turpis Non Associates,75079342466,35674.948,36538.29,37260.733,38550.015,38050.19,3159.482,3264.658,3338.56,3396.212,3430.717,27831.046,28402.341,29319.502,30396.571,30452.536,194295537.211,203589411.17,213391062.956,223383834.751,226340754.578
Turpis Nulla Corp.,41450604292,34400.346,35465.434,35994.838,36990.601,36938.819,3032.26,3137.296,3206.916,3258.88,3291.809,27311.629,27993.032,28776.057,29743.523,29914.894,180564724.302,190569666.441,199098445.846,207856732.238,211880252.509
Turpis Nulla Foundation,27851049264,35218.877,36221.764,36575.271,37462.673,37791.549,3339.434,3454.782,3538.913,3603.351,3645.398,28282.836,28846.814,29512.704,30544.668,30814.582,199855089.504,210707486.41,220305631.495,230500669.402,236249718.249
Turpis Nulla Incorporated,55446764764,34932.318,35804.916,36184.672,37201.357,36823.425,3125.076,3234.109,3310.081,3368.393,3404.76,27774.318,28404.446,29156.877,30182.617,30240.591,185559459.94,195133862.914,203746655.059,212969913.947,216808264.192
Turpis Nulla Institute,24147681440,33940.393,34610.908,35319.125,36654.401,36029.359,2918.759,3027.753,3116.602,3188.655,3234.003,27271.156,27739.358,28653.916,29679.404,29697.346,162874129.421,171524611.159,180913293.364,191983248.653,195088386.324
Turpis Vitae Industries,44653528319,34764.874,35724.233,36154.873,37214.37,37064.747,3186.41,3294.164,3369.578,3430.749,3469.552,27627.059,28246.531,29023.821,30089.872,30166.649,188933007.113,198970585.171,207567644.364,217419776.326,221730086.208
Turpis Vitae Ltd,79925938654,35402.752,36274.057,36628.535,37695.966,37489.875,3188.143,3299.621,3376.705,3438.257,3474.148,28228.111,28762.62,29399.613,30433.423,30575.282,189226834.977,199251184.439,208483858.288,217617504.658,221560249.792
Ullamcorper Corp.,29917527785,40176.472,40308.629,41346.126,42694.634,43082.879,3283.781,3399.414,3471.876,3523.979,3551.42,30059.792,30312.295,31514.401,32655.857,33194.843,236761837.616,248106061.861,262035702.1,275030244.554,281521094.915
Ullamcorper Duis Corporation,54923508125,34141.379,35155.902,35611.833,36665.332,36620.233,3161.834,3265.48,3342.756,3400.605,3441.958,27087.011,27766.574,28552.862,29584.77,29699.27,183983144.965,193499598.882,201930443.386,211232827.69,215497430.614
Ullamcorper Duis Cursus Associates,76241460849,25689.956,26214.917,26798.935,27615.997,27782.561,2558.027,2720.805,2801.861,2890.166,2956.67,21059.338,21270.749,21927.61,22754.419,22825.923,137322846.384,147692938.774,155544373.129,164590088.815,170462334.26
Ullamcorper Duis Cursus Institute,47420343703,35530.527,36680.381,37116.874,38373.18,38137.028,3248.877,3365.739,3435.649,3487.092,3520.558,27986.004,28717.72,29529.388,30673.662,30730.126,199178047.815,210998154.606,220123047.958,229872217.605,232820254.56
Ullamcorper Eu Euismod Corp.,15870230869,33795.044,34841.708,35295.269,36522.488,36087.734,2909.326,3005.1,3068.173,3117.233,3154.425,26975.904,27605.598,28431.351,29483.488,29464.776,166079777.552,174977041.24,181790467.828,191230813.661,194391016.927
Ullamcorper Institute,97886307095,35518.89,36517.72,36908.005,38174.468,37797.143,3047.553,3157.989,3229.585,3287.187,3322.933,28161.002,28794.968,29529.745,30639.503,30668.8,181355582.22,191536054.949,199728375.7,209354696.104,212859292.955
Ullamcorper Ltd,59248738261,33869.441,34941.008,35424.969,36501.511,36182.695,3196.494,3306.477,3379.111,3433.837,3467.654,27118.065,27778.163,28508.539,29492.291,29604.622,184807103.093,194919335.593,202947956.285,212111502.746,215284280.037
Ullamcorper Magna Sed Incorporated,43838212570,35448.54,36411.952,36416.692,38052.439,36780.051,3054.09,3167.538,3231.41,3266.251,3272.382,28030.113,28695.112,29332.523,30543.169,30167.223,203407207.65,216252998.713,225304079.116,236467360.749,236616874.903
Ullamcorper Nisl Corporation,28159278322,34184.384,35319.853,35682.4,36820.297,36301.892,2926.433,3037.62,3108.86,3161.378,3195.193,27344.583,28077.716,28775.801,29797.253,29738.083,172745016.709,183466885.044,191462860.213,201165770.675,203795335.186
Ullamcorper Nisl Foundation,76818455401,41844.486,42412.054,43168.16,44592.366,45110.428,3921.069,4085.063,4154.947,4216.143,4256.791,32675.45,32991.787,34094.819,35497.996,36132.744,252642622.336,266586878.655,277931017.714,291842626.698,298485810.505
Ullamcorper Velit In Industries,72366568659,35349.319,36225.676,36789.545,37676.452,37092.18,3032.121,3139.304,3211.362,3266.209,3303.323,28200.386,28810.937,29691.378,30699.688,30607.633,174546030.958,183967916.791,192351777.574,200413190.379,203311848.536
Ullamcorper Velit Ltd,95508140753,34523.179,35634.415,36113.813,37175.016,36968.513,3106.154,3214.863,3287.753,3343.608,3380.591,27418.544,28104.819,28890.689,29900.308,29989.803,184236650.074,194712500.126,203220439.494,212545790.576,216406758.478
Ullamcorper Viverra Incorporated,57680172958,34605.938,35415.604,35787.068,36832.007,36401.446,3087.554,3174.842,3238.413,3289.267,3326.393,27078.297,27560.695,28372.451,29297.868,29322.756,193059833.59,202058585.447,209303191.735,218495405.774,221735244.42
Ultrices A LLP,21291463935,35019.195,36136.983,36539.633,37506.873,37402.65,3176.844,3286.854,3361.875,3417.248,3456.977,27468.102,28185.747,28888.142,29910.641,30040.512,191993595.029,202517542.751,211084656.419,220562492.701,225009975.442
Ultrices Associates,99802335254,35626.206,36430.169,37349.834,37835.308,37963.326,2970.867,3103.918,3194.553,3263.02,3280.851,29151.006,29770.726,30861.881,31501.392,31690.243,165416422.59,176172874.858,186456346.536,194453649.889,197661834.82
Ultrices Duis PC,26341565445,36853.331,37708.71,37561.521,38480.872,37069.095,2930.348,2997.884,3046.164,3082.118,3110.393,28310.028,29219.868,29959.606,30955.127,30607.13,168691223.423,174811863.443,180662770.674,187099034.531,187526991.386
Ultrices Iaculis Inc.,88253903277,27050.555,27669.067,28629.508,29368.747,30206.736,3006.566,3130.163,3209.01,3304.573,3380.841,22054.485,22580.028,23471.927,24378.352,24846.303,170503533.105,181158881.368,192966659.325,205082736.467,215378983.92
Ultrices Iaculis Odio Corp.,40215552134,33228.728,34135.26,34653.445,35661.294,35814.964,2955.959,3063.136,3133.034,3190.423,3231.573,26556.442,27150.823,27914.455,28943.586,29177.447,174089714.826,183557693.692,192163719.236,200666137.436,205977255.792
Ultrices Iaculis Odio Incorporated,42392117775,46593.516,47948.233,47110.363,49143.581,52303.004,4934.929,5101.28,5241.807,5336.327,5415.344,35445.216,34733.257,34090.365,36081.313,38154.64,280906779.776,296527136.295,311933785.784,325694581.569,342009160.543
Ultrices Inc.,66842618444,34354.948,35320.34,35745.763,36754.866,36557.223,3051.822,3160.557,3232.514,3290.241,3327.715,27133.845,27799.613,28532.08,29541.313,29674.174,183198350.405,193136120.121,201873658.098,210983339.785,214976065.268
Ultrices Industries,69431337574,33454.063,36274.281,39263.262,41810.321,41916.99,2840.729,2835.831,2849.185,2881.168,2872.79,29468.735,31277.958,33391.04,34223.54,34974.146,141039869.193,150501622.725,162315265.834,175638731.134,175714131.974
Ultrices Limited,14878918457,33872.173,35015.715,35291.16,36848.907,36293.225,2789.799,2889.579,2950.05,3002.141,3033.255,26732.549,27539.168,28172.959,29388.235,29305.586,168089024.71,177759391.374,185228105.461,194787400.884,197172482.541
Ultrices Mauris Foundation,59739116052,32758.442,32988.297,32964.964,33283.62,32771.522,2752.304,2840.978,2897.537,2929.967,2942.143,26176.442,26708.32,27388.977,28081.378,28155.955,154512616.324,161219432.256,166599102.407,171961472.063,175410796.045
Ultrices Mauris PC,55878420190,33243.329,34634.066,34796.097,36215.742,35855.856,3113.982,3217.693,3281.055,3323.411,3357.721,26281.532,27111.839,27734.232,28824.673,28855.413,187504262.226,198332085.68,205670177.075,215828339.239,219921509.687
Ultrices Posuere Cubilia Company,45875784130,38566.345,39655.193,39893.287,42288.525,41513.721,3841.824,3950.176,4030.876,4120.387,4156.492,30076.407,30667.371,31148.493,32611.713,32709.586,288242985.361,299125334.632,311204080.447,329999262.627,335337822.669
Ultrices Posuere Cubilia Foundation,47721432444,35770.269,36838.752,37388.275,38648.56,38324.966,3172.352,3278.978,3350.371,3402.153,3436.195,28230.869,28927.398,29758.829,30812.031,30858.142,190349796.501,200541223.906,209619321.741,219137528.102,222948665.659
Ultrices Posuere Cubilia Incorporated,20740910820,34243.348,35137.248,35595.764,36603.642,36082.764,3012.456,3119.617,3187.832,3242.743,3277.929,27022.871,27649.445,28445.269,29413.975,29396.638,182845929.132,192823278.894,201791828.077,210780042.167,213784442.071
Ultrices Posuere LLC,42598866237,34381.972,35319.841,35630.857,36852.673,36519.947,3164.01,3272.361,3347.903,3404.868,3444.053,27002.373,27524.923,28234.261,29333.585,29359.919,188299149.941,198338043.149,206621047.523,215616105.137,219023926.126
Ultrices Vivamus Industries,26218617714,34185.203,35258.488,35690.49,36597.891,36466.456,3102.627,3211.491,3280.946,3334.784,3367.769,27171.234,27843.501,28601.3,29562.213,29643.622,185664310.794,195928986.385,204790695.163,213598768.392,217800823.834
Ultrices Vivamus Rhoncus Associates,34695415993,34971.911,35995.723,36435.299,37513.484,37270.408,3111.832,3221.372,3294.157,3350.188,3386.453,27725.663,28404.947,29154.321,30195.754,30272.792,185696144.755,195993436.16,204696611.825,214079270.181,217906906.424
Ultrices Vivamus Rhoncus Incorporated,95532818035,34999.211,35816.473,36388.215,37554.021,37189.116,3024.694,3132.641,3199.831,3260.292,3297.68,27921.335,28431.28,29199.778,30200.914,30322.552,180527384.924,190103888.78,198903588.652,208988173.781,212951429.297
Ultricies Adipiscing Enim Company,99307259953,43108.425,44211.804,44651.312,45657.511,44809.17,3384.211,3483.451,3535.457,3581.836,3610.234,31504.293,32553.599,33254.934,34365.175,34097.787,234271760.47,244778000.225,253890051.4,263211182.755,264485884.458
Ultricies Adipiscing Enim Industries,67874735704,34375.925,35344.034,35702.416,36824.264,36686.042,3024.665,3130.473,3200.773,3257.667,3292.74,27407.408,28024.888,28741.197,29826.309,29954.156,176812247.695,186380526.59,194185751.75,203378847.979,207296017.384
Ultricies Dignissim LLP,60956456424,34594.619,35601.103,36050.042,37094.911,36851.014,3066.302,3172.332,3243.335,3298.242,3333.582,27423.477,28088.139,28849.246,29865.172,29943.929,182527891.402,192425301.575,200889601.165,209950036.025,213604673.553
Ultricies Dignissim Lacus Corp.,99514198047,33903.502,34891.358,35259.702,36396.292,35958.143,2998.788,3099.414,3168.115,3220.485,3254.567,26837.503,27452.655,28166.093,29206.022,29219.571,179262571.329,188888510.71,196944373.421,206078506.524,208990687.995
Ultricies Dignissim Lacus Foundation,10187291046,33605.032,34800.542,34966.534,36056.418,35816.614,2950.106,3049.695,3117.191,3180.274,3215.98,26646.844,27456.87,28011.994,29083.111,29190.326,176556017.879,186179541.436,193687331.067,202639533.196,206784428.495
Ultricies Ltd,65022194603,33671.337,34636.662,35037.932,35931.582,35937.24,3013.826,3117.377,3186.55,3236.771,3270.703,26671.966,27273.575,28028.858,28980.124,29132.247,177875411.762,187697454.306,195711675.137,204147481.009,208139778.382
Ultricies Ornare Associates,22718657980,34087.519,35068.789,35500.252,36690.407,36356.103,2978.279,3086.625,3156.319,3209.009,3243.464,27106.052,27733.398,28461.859,29512.828,29562.708,176964647.296,187030438.833,195363353.04,204508787.416,207742085.664
Ultricies Ornare Consulting,68398369995,34516.041,36507.177,35948.284,37452.772,37243.526,2750.046,2896.769,2955.152,3007.008,3042.598,28904.146,29591.935,30068.953,31310.772,31604.692,151079506.369,165347545.066,170379083.196,179458841.685,183897077.177
Ultricies Ornare Elit LLC,47192976569,35228.955,36620.955,36979.867,37988.208,38348.521,3416.204,3530.188,3587.897,3648.278,3678.584,28747.443,29513.778,30199.815,31129.374,31619.246,204441236.809,215828730.826,224457974.727,234188617.147,238588893.47
Ultricies Ornare Elit Limited,17107204463,34900.759,35853.757,36316.019,37367.892,37018.792,3071.908,3178.033,3248.336,3301.355,3337.137,27622.284,28265.98,29038.895,30048.523,30074.41,183010072.324,192849942.195,201189201.854,210069621.05,213338104.938
Ultricies Ornare LLP,28324185214,33116.393,34046.333,34651.155,35824.886,35250.342,2995.661,3110.461,3185.372,3243.383,3293.91,25683.362,26263.428,26825.606,27812.921,27631.89,197302706.847,209259352.149,222901077.707,231030255.339,235701641.784
Ultricies Sem Limited,41251795489,34741.314,35735.994,36189.811,37235.376,37025.561,3095.752,3202.82,3274.638,3330.25,3366.557,27550.657,28206.471,28962.993,29972.708,30072.535,184168500.822,194102788.452,202601072.198,211742668.801,215583092.896
Urna Convallis Foundation,17523010120,34679.4,35712.494,36227.394,37209.69,36887.914,3088.317,3192.28,3262.858,3316.957,3352.114,27506.926,28195.645,28982.343,29973.573,30025.566,182712199.601,192456076.327,201040298.237,209964782.005,213525184.707
Urna Convallis Inc.,32380337852,34456.525,35509.432,36491.789,37902.319,37029.513,2839.928,2913.457,2966.762,3025.629,3056.425,27409.301,28170.469,29330.767,30295.641,30167.698,163668176.643,171322506.115,179382242.105,189332272.162,190775312.694
Urna Inc.,43349891433,35154.095,36280.759,36757.202,37802.313,37563.165,3127.154,3235.263,3307.545,3363.599,3401.107,27873.029,28584.578,29366.106,30352.586,30471.869,186559581.656,196801224.47,205363582.099,214636749.423,218397164.987
Urna Incorporated,78905182348,34431.584,35412.652,35864.299,36889.308,36762.209,3065.981,3171.302,3242.791,3298.446,3333.796,27385.125,28032.943,28786.614,29783.051,29912.776,181270029.373,191006667.64,199463939.88,208524971.217,212601580.893
Urna Industries,29351616009,35307.89,36077.411,36387.425,37327.036,37118.587,2993.802,3102.278,3168.433,3214.219,3251.262,27741.065,28252.649,28876.24,29932.898,29944.092,182799905.013,191992416.839,199908844.063,207553739.889,211201733.819
Urna Justo Associates,29524720064,34921.839,36561.429,36860.046,37955.529,37707.609,2993.269,3103.278,3176.823,3223.363,3258.501,27925.975,28958.415,29684.693,30819.539,30647.346,163575265.093,175519195.135,182729726.666,190559161.123,193809656.434
Urna Justo Foundation,81579058108,35931.227,37018.043,37521.922,38690.808,38402.052,3123.841,3235.951,3304.754,3356.9,3390.392,28433.956,29151.085,29942.399,31046.038,31052.405,182253966.397,192627959.35,201655274.376,210427374.415,214470167.729
Urna Justo Inc.,57626266756,34956.413,36315.181,36476.33,37727.195,37497.743,2843.704,2943.128,3000.627,3044.829,3077.068,27791.896,28615.811,29305.018,30481.4,30516.579,166278279.216,176649696.225,183073184.885,191552173.039,194359136.302
Urna Justo Industries,31472801314,34532.515,35528.508,35968.568,36965.465,36727.857,3117.659,3226.533,3303.06,3360.788,3399.595,27446.71,28100.679,28825.912,29826.048,29934.925,184741187.151,194811196.656,203594730.782,212707022.56,216700565.297
Urna LLC,44403753948,34511.737,35521.566,35921.943,37099.365,36833.311,3126.47,3233.264,3305.201,3361.88,3396.829,27489.445,28143.814,28887.055,29939.078,30024.619,185609345.888,195595736.576,203948943.224,213606136.706,217192495.385
Urna LLP,16254418652,34585.573,35438.451,35650.648,36918.274,36622.887,2851.543,2944.909,3011.323,3060.084,3091.243,27277.751,27814.645,28313.778,29492.564,29527.413,175838691.957,184661842.993,191996475.202,201060809.834,204013017.33
Urna Nec Corporation,78916025936,41080.642,41400.317,42068.877,43688.152,43227.808,3675.423,3795.56,3890.413,3964.733,4009.364,32507.797,33004.923,34121.083,35485.891,35510.456,227093169.451,236175998.101,248012254.216,260327332.597,266622780.078
Urna Nec Institute,95560742626,34074.42,35129.848,35534.357,36662.401,36342.536,3047.25,3142.012,3215.638,3268.97,3306.064,27249.202,27956.03,28685.757,29668.918,29729.785,176650635.914,185715637.508,193313149.653,202409948.957,205951795.439
Urna Nullam Lobortis Institute,88475230162,33878.638,34745.413,35270.504,36328.974,35756.561,2941.362,3042.76,3115.131,3169.978,3204.96,26901.057,27507.014,28322.717,29272.681,29243.226,171545824.033,180769347.429,189108759.48,197816456.267,200581128.155
Urna PC,50131473008,32968.931,34388.987,34718.634,35710.686,35908.836,2905.821,3005.479,3076.48,3130.523,3171.708,26299.246,27142.761,27866.711,28835.931,29161.922,173288916.543,184089114.899,191960160.779,200716575.718,205643589.633
Urna Ut Tincidunt Inc.,39542524740,35250.594,36202.481,36723.175,37607.772,37299.432,3116.379,3222.934,3292.675,3343.898,3377.18,27968.131,28575.624,29437.192,30350.058,30410.814,189784729.135,199912763.733,208077101.358,217253651.093,220551743.896
Urna Ut Tincidunt Ltd,21166508693,36824.138,38179.565,38163.705,38762.435,38717.523,3827.481,3971.263,4086.59,4181.272,4243.099,29060.447,29747.337,30421.159,31250.754,31592.635,233714681.916,247297544.649,257774715.62,270341023.285,276920405.907
Urna Vivamus Institute,69377909125,33879.156,34920.183,35180.343,36418.732,36223.293,3050.405,3160.587,3235.844,3294.399,3329.653,26862.365,27558.983,28205.444,29297.525,29394.874,180755755.189,190848254.758,198985975.984,208820918.972,212690007.491
Ut Aliquam Corp.,12543580354,34475.719,35492.952,35963.423,37012.557,36753.344,3075.632,3184.797,3257.668,3314.23,3348.772,27435.215,28106.548,28891.666,29870.989,29972.562,181284896.728,191446290.849,200030296.481,209255517.812,212915798.435
Ut Aliquam Limited,89297547843,34292.527,35289.588,35727.293,36772.864,36521.887,3021.265,3126.115,3195.597,3249.798,3286.843,27352.762,28011.538,28775.445,29775.066,29860.021,177450323.285,187077266.934,195046046.92,204079430.064,207625277.9
Ut Associates,60778762062,33423.594,35175.266,34815.531,34621.458,35523.003,3909.726,4074.592,4215.402,4334.39,4431.828,26805.325,27491.517,27965.062,28646.261,29110.905,215919683.007,231444542.017,242120493.111,255467757.696,264129755.2
Ut Company,25627894706,36300.879,37303.964,37538.579,38613.512,38235.567,3176.967,3298.548,3373.404,3433.255,3468.575,28751.875,29377.521,30051.327,31180.837,31164.159,190852476.728,200865488.834,209424328.737,218966883.679,222325822.022
Ut Consulting,10462560289,34648.93,35757.323,36182.27,37250.496,36955.042,3103.926,3209.801,3282.127,3335.884,3370.617,27317.304,27994.661,28705.716,29777.256,29814.526,187880193.792,198222585.615,207189773.178,216414574.857,219974039.911
Ut Corp.,22395185606,32549.854,33837.782,36114.401,39428.325,36174.575,2855.361,2937.15,3011.594,3053.609,3052.925,26943.703,27962.217,29429.729,30616.037,30037.002,153778024.973,163377097.764,176480667.911,189744759.373,181348904.294
Ut Corporation,97884414539,33250.81,33949.533,34268.779,35365.341,34983.916,3216.244,3293.155,3339.627,3386.817,3416.163,26505.095,27250.645,27987.084,29072.553,29153.622,192204762.117,199112238.939,205808914.01,215739388.779,218846000.509
Ut Cursus Foundation,40996724992,37861.681,40138.877,39449.397,41650.83,40506.861,4436.975,4570.261,4704.672,4795.427,4886.31,31271.039,32611.925,32971.127,34862.191,34588.463,244498099.583,256825152.415,267501875.122,282867698.769,290504343.947
Ut Dolor Associates,77712035156,33608.888,34688.836,35284.414,36587.194,35848.276,2866.565,2940.043,3000.706,3039.276,3063.253,26993.203,27763.898,28558.141,29747.87,29472.626,164547038.7,171916483.113,179578401.684,187971683.214,189704660.703
Ut Dolor Consulting,21986309398,22468.679,23067.397,23468.866,23982.73,24099.615,1940.87,2019.581,2070.819,2103.413,2139.236,18319.298,18395.099,18886.859,19321.652,19485.754,109412378.766,115676715.216,120955600.056,125334322.971,129234171.833
Ut Dolor Corporation,19468125152,34633.316,35964.541,35884.357,35890.309,36837.809,2905.659,3005.951,3073.056,3116.909,3147.812,27297.871,27908.718,28430.468,29095.617,29676.547,182403786.934,192113284.423,198961354.097,206281674.634,211741098.688
Ut Dolor Dapibus Consulting,37481834976,18297.594,19141.281,19078.28,19130.383,19141.761,1315.71,1358.06,1391.92,1418.576,1425.92,15673.001,15993.301,16332.528,16861.986,16934.241,64745657.015,69257594.635,71376787.831,74012438.517,74754727.71
Ut Dolor Dapibus LLP,10848766800,35999.011,37069.048,37479.868,38670.466,38418.629,3100.007,3208.132,3284.79,3343.32,3380.604,28644.782,29355.431,30056.285,31181.136,31283.954,183418359.858,193383638.04,201932817.94,211392316.865,215465633.289
Ut Erat PC,42105964394,35395.202,36307.693,37177.139,38365.16,38120.952,3168.743,3288.006,3352.282,3409.641,3448.781,28172.354,28778.047,29858.609,30824.098,30936.508,193970069.113,204351254.949,212846063.057,223644268.723,227742063.435
Ut Eros Incorporated,95184414711,34581.957,35608.765,35995.721,37035.154,36744.679,3070.208,3178.955,3253.452,3309.776,3346.012,27427.543,28093.77,28831.449,29812.41,29902.627,183970062.461,194069092.592,202288875.47,211536603.732,215092707.642
Ut Eros Institute,39088614710,34548.074,35559.843,36032.417,37094.75,36821.33,3071.134,3178.705,3251.609,3307.308,3341.64,27410.595,28065.822,28846.208,29860.869,29935.696,182324771.476,192280854.392,200913749.493,210027364.395,213597519.732
Ut Inc.,30822803386,34595.837,35702.413,35997.282,37002.345,36710.386,3283.284,3394.349,3471.822,3527.592,3565.838,27565.471,28310.288,29039.517,29991.28,30040.946,190865963.712,201264910.16,209451841.648,218544356.107,222612533.48
Ut Incorporated,76519958668,34260.541,35400.823,35861.207,37019.925,36664.269,3100.037,3203.405,3276.305,3333.769,3371.01,27081.755,27836.83,28622.177,29633.189,29655.019,185954500.806,196025195.14,204484663.989,214188932.461,217729875.176
Ut Industries,18737319630,35611.591,36628.173,36665.931,38033.283,37751.044,3294.138,3415.582,3502.665,3571.104,3626.139,27846.516,28550.96,29081.517,30273.821,30455.252,202874656.134,213537560.284,222749310.964,233825342.511,238716469.379
Ut Institute,85139489422,34662.404,35679.722,36132.405,37232.742,36940.569,3070.084,3178.402,3250.541,3306.516,3342.538,27500.637,28162.554,28932.25,29967.36,30034.188,182067916.878,192137878.335,200677543.422,210000653.556,213703369.376
Ut Ipsum Corp.,12240378188,47698.404,48510.256,47951.77,50536.151,49633.981,5090.893,5227.53,5347.659,5477.084,5558.903,37187.484,37739.848,37823.956,40071.83,39558.701,355739729.984,367775338.191,382769199.195,403916463.322,419572880.203
Ut Ipsum Incorporated,66236596240,34612.202,36069.456,37600.065,37649.422,36553.18,2406.473,2457.39,2496.063,2523.901,2542.454,27681.034,28209.33,30171.116,30781.728,30326.63,137555022.931,144334058.922,147670439.184,153899229.793,155207508.894
Ut Ipsum LLC,27888724678,34101.365,35128.98,35609.226,36709.76,36403.336,3105.495,3209.517,3280.119,3335.207,3371.825,27028.279,27722.183,28486.58,29506.462,29552.442,185117660.822,195066398.368,203982560.733,213070557.658,216852934.511
Ut Ipsum Ltd,69327757904,34649.034,35571.049,36011.038,37092.475,36966.224,3109.986,3219.091,3295.604,3353.638,3389.502,27411.841,28016.628,28746.903,29742.389,29903.794,185878581.113,195585776.02,204277695.125,213827091.653,217665580.643
Ut LLC,50644203172,34649.72,35652.416,36079.456,37273.984,37049.209,3090.373,3199.331,3268.327,3318.816,3357.553,27663.621,28366.289,29124.227,30152.341,30254.199,180602970.123,190640676.118,198897682.592,207815164.649,212012699.547
Ut LLP,31905921746,36150.822,37271.033,37866.382,39241.743,38946.753,3200.58,3306.329,3380.967,3440.267,3476.136,28631.199,29314.052,30133.296,31330.327,31378.564,193263710.726,203486166.303,213239319.915,223936705.672,228075427.353
Ut Lacus Nulla Ltd,15998215727,34315.797,35278.667,35729.42,36576.975,36837.394,3160.916,3269.817,3338.335,3386.005,3424.73,27389.984,27973.338,28649.606,29577.126,29884.206,188200141.51,198591184.609,206773895.489,214822923.115,219847559.998
Ut Mi Associates,29027010572,24655.691,25268.127,26156.336,26715.239,27305.109,3307.571,3341.033,3414.665,3425.348,3432.532,21868.559,22301.611,23323.212,24052.799,24318.098,178112176.983,183828401.794,194693293.69,198381929.371,203507021.832
Ut Molestie Company,53237353758,34595.772,35660.496,36108.534,37333.63,37039.264,3108.466,3219.876,3294.74,3351.084,3388.967,27533.381,28218.879,28957.272,30042.847,30078.484,184498403.647,195079273.868,203760892.88,213392197.272,217051345.684
Ut Molestie Foundation,42752230305,35904.831,37091.762,37444.62,38573.781,38034.176,3127.964,3232.26,3300.275,3347.373,3374.952,28142.853,28925.192,29693.313,30726.801,30719.014,190142536.544,200381666.51,207964620.896,217077049.916,219366796.126
Ut Molestie In Corporation,38990495653,33100.339,34112.658,34420.682,35639.111,35272.516,2904.772,3006.373,3080.035,3133.425,3173.382,26110.451,26726.401,27441.779,28431.007,28433.866,172695734.501,182028199.984,189335889.436,199341136.421,203057385.365
Ut Molestie In Ltd,97802179094,33860.002,34712.689,35177.99,36291.192,36134.459,3172.026,3262.884,3336.864,3399.319,3433.009,26794.109,27364.404,28023.833,29046.955,29225.358,189791999.794,197652627.7,206602041.868,216701162.524,220003785.893
Ut Molestie Incorporated,93095540883,39332.513,40548.736,41176.589,42097.852,41826.843,3521.451,3611.925,3682.632,3733.581,3778.104,31189.987,31772.324,32589.38,33574.214,33850.846,200643234.977,210442917.996,218927125.752,227721054.732,232180709.769
Ut Molestie LLP,49439795725,34969.886,36224.449,36431.613,37369.11,37403.032,3054.556,3157.74,3230.423,3271.334,3296.382,27201.545,27980.849,28646.986,29625.455,29837.327,191100876.813,202511200.258,210703874.169,218943046.861,221679447.369
Ut Molestie Ltd,28208763477,34658.827,35701.027,36120.321,37173.06,36925.486,3081.446,3189.866,3260.949,3316.014,3350.411,27505.14,28152.197,28897.901,29907.383,30006.509,182769204.046,192877503.383,201190828.643,210373547.748,213969432.158
Ut Nec Urna LLP,71865847877,34890.802,36165.648,36151.375,36903.984,36794.558,2959.517,3074.162,3148.541,3201.561,3235.581,27820.768,28557.691,29277.529,30091.544,30468.398,173664630.851,185276630.793,192135764.65,200361222.418,204110676.196
Ut Nec Urna PC,58680132589,48903.076,50645.667,48611.06,53826.686,46256.582,4020.85,4174.821,4209.58,4211.852,4175.753,38344.376,39520.519,38331.189,43242.649,39498.84,270688265.96,290200806.295,299702152.297,318376955.696,306851114.42
Ut Nisi A Corp.,83808082504,33201.745,34159.867,33981.871,34638.056,34749.079,2679.41,2826.451,2918.502,3002.629,3039.436,27132.633,27765.487,28381.624,29271.2,29777.156,153431668.291,164388230.303,171275736.287,180356550.198,184789511.788
Ut Nisi Associates,49318926537,35105.2,36173.394,36577.08,37669.483,37383.16,3059.276,3166.705,3238.409,3293.545,3328.289,27913.634,28597.49,29328.434,30367.98,30451.022,181131639.681,191307352.16,199745626.965,208909043.537,212313635.791
Ut Nisi Limited,20422223827,34322.509,35195.717,35656.561,36782.756,36501.822,3043.009,3143.338,3211.602,3263.285,3295.148,26558.341,27172.474,27938.611,29025.103,28986.053,190317177.341,199973216.77,209092818.679,218150305.467,221694612.881
Ut Nisi Ltd,66465228073,33337.502,34444.855,34862.889,35817.358,35880.324,2840.077,2955.065,3017.566,3068.112,3099.953,27067.242,27915.213,28580.788,29668.428,29871.222,161870003.388,172698134.979,180527233.273,189029389.689,193270901.784
Ut Nulla Associates,33765505000,33434.277,34716.562,34485.903,33680.153,34044.177,2876.135,2961.435,3007.551,3032.979,3043.863,27077.203,27930.2,28533.694,28890.097,29349.265,153446661.202,162284025.335,166936645.369,168997808.938,173213645.059
Ut Nulla Ltd,23600565711,34767.824,35854.809,36230.097,37246.946,36752.903,3064.257,3169.729,3240.879,3297.075,3328.389,27657.165,28333.797,29113.375,30109.513,30109.696,182241282.481,192627085.338,200566923.397,209568601.619,212406191.798
Ut Odio Inc.,71361928741,35474.318,36585.935,36886.665,38167.939,37778.085,3081.739,3180.285,3247.204,3297.254,3336.566,27988.392,28626.172,29296.957,30377.426,30372.91,186954022.668,196848643.755,205457249.522,214676190.078,218111639.23
