name,merchant_abn,revenue_level,take_rate,industry_tags,MappedIndustry
Et Corp.,81917023918,a,6.4,shoe,B
Vulputate Posuere Foundation,81950463278,a,5.71,music musical instruments pianos sheet music,M
Donec Fringilla Foundation,81986204097,d,0.86,music musical instruments pianos sheet music,M
Quis Urna Nunc Institute,81986777523,b,4.52,computer programming data processing integrated systems design,C
Dolor Associates,82027679475,b,4.22,tent awning,X
Malesuada Integer Id Company,82044452251,d,1.05,telecom,Q
Phasellus In Felis Associates,82063890289,b,3.3,furniture home furnishings equipment manufacturers except appliances,T
Nascetur Ridiculus PC,82065156333,a,5.88,tent awning,X
Lorem Ipsum Foundation,82076270246,b,4.97,gift card novelty souvenir,P
Diam Eu Dolor Foundation,82079072750,b,3.91,health beauty spas,N
Placerat Orci Associates,82081024598,c,2.4,digital goods books movies music,F
Egestas A Corp.,82123916158,c,1.75,watch clock jewelry repair,V
Aenean Ltd,82143547560,a,6.21,florists nursery stock flowers,U
Lacus Mauris Limited,82179892802,a,5.98,bicycle,Y
Vitae Mauris Sit PC,82218291560,a,6.33,florists nursery stock flowers,U
Magna Nam Incorporated,82225148007,a,5.75,music musical instruments pianos sheet music,M
Eros Institute,82298341051,b,4.73,lawn garden supply outlets including nurseries,W
Mi Pede LLP,82307164889,a,6.96,artist supply craft,E
Amet PC,82317733329,b,4.96,health beauty spas,N
Orci Ut Institute,82329510503,e,0.3,telecom,Q
Nec Incorporated,82368304209,a,5.55,telecom,Q
Nec Leo LLP,82388404800,a,6.12,health beauty spas,N
Risus Quisque Incorporated,82403922740,c,2.93,bicycle,Y
Aenean Massa Corporation,82417485604,a,5.6,tent awning,X
Ipsum Non Arcu Incorporated,82426950076,c,2.47,books periodicals newspapers,G
Erat Institute,82428360644,a,5.52,watch clock jewelry repair,V
Vulputate Dui Nec Corp.,82448693380,a,6.06,computer programming data processing integrated systems design,C
Nunc Lectus Pede Institute,82451618238,b,4.13,hobby toy game,O
Eu Accumsan Sed Industries,82465857700,c,2.29,telecom,Q
Id Magna Foundation,82487226263,a,6.22,bicycle,Y
Sed Eget Foundation,82499272010,b,4.47,bicycle,Y
Nisi A Incorporated,82524209016,a,5.96,shoe,B
Vitae Ltd,82539239304,d,1.06,opticians optical goods eyeglasses,I
Vel Inc.,82545351270,b,3.24,telecom,Q
Vitae Velit Limited,82627733660,b,3.8,artist supply craft,E
Porttitor Eros Nec Consulting,82636765812,d,1.34,florists nursery stock flowers,U
Ante Maecenas Corporation,82642449321,c,2.9,telecom,Q
Ligula Eu Inc.,82736268897,c,2.8,jewelry watch clock silverware,A
Eu Tempor Ltd,82786382916,c,2.08,cable satellite pay television radio,K
Donec Non Incorporated,82798125443,b,5.05,bicycle,Y
Lobortis Class Aptent Incorporated,82803045102,b,3.5,shoe,B
Fermentum Institute,82812059627,a,6.23,equipment tool furniture appliance rent al leasing,S
Quisque Incorporated,82814082077,b,5.02,health beauty spas,N
Arcu Vestibulum PC,82825632196,b,5.09,tent awning,X
Eget Odio Inc.,82830773225,b,3.46,lawn garden supply outlets including nurseries,W
Ipsum Leo Industries,82843310256,a,5.54,tent awning,X
Tristique Pellentesque Tellus Ltd,82843556649,b,3.34,digital goods books movies music,F
Egestas Blandit Institute,82851440438,a,6.36,opticians optical goods eyeglasses,I
Nullam Inc.,82852293268,a,5.6,digital goods books movies music,F
Sem Molestie Foundation,82882460979,c,2.44,equipment tool furniture appliance rent al leasing,S
Montes Nascetur Ltd,82882476966,d,1.18,computer programming data processing integrated systems design,C
Eu Dolor Egestas LLC,82912636758,c,2.69,bicycle,Y
Augue Limited,82931448033,d,0.68,equipment tool furniture appliance rent al leasing,S
Mus Proin Inc.,82949994030,a,6.23,furniture home furnishings equipment manufacturers except appliances,T
Sed Est Nunc Foundation,82998885148,a,6.37,digital goods books movies music,F
Eros Industries,83000061755,e,0.41,computer programming data processing integrated systems design,C
Auctor Odio Company,83004629651,d,0.54,cable satellite pay television radio,K
Ac Turpis Egestas Associates,83045786081,c,1.83,stationery office printing writing paper,D
Porttitor Eros Institute,83051195337,b,3.86,cable satellite pay television radio,K
Mauris A Inc.,83058563505,b,4.41,computer programming data processing integrated systems design,C
Fusce Aliquam LLP,83077046675,a,6.81,music musical instruments pianos sheet music,M
Cras Sed Incorporated,83113618128,b,4.66,furniture home furnishings equipment manufacturers except appliances,T
Nisi Nibh LLP,83137200038,b,3.24,opticians optical goods eyeglasses,I
Porttitor Scelerisque Neque Ltd,83147343261,a,6.68,watch clock jewelry repair,V
At Lacus LLC,83159206648,c,2.68,antique repairs restoration,R
Enim Gravida Inc.,83173175334,a,5.81,antique repairs restoration,R
Sed Facilisis Corp.,83177825742,b,5.02,gift card novelty souvenir,P
Ligula Elit Pretium Foundation,83199298021,b,4.82,antique repairs restoration,R
Suscipit Est Ac LLP,83261038949,a,6.78,motor vehicle new parts,H
Adipiscing Ligula Corp.,83271526845,b,4.76,bicycle,Y
Dapibus Ligula Institute,83314865468,a,5.78,digital goods books movies music,F
Eget Dictum Limited,83323591742,b,4.18,florists nursery stock flowers,U
Rutrum Incorporated,83329078822,b,4.94,opticians optical goods eyeglasses,I
Venenatis Foundation,83373791025,b,5.02,bicycle,Y
Suspendisse Sagittis Nullam Associates,83412691377,c,2.94,watch clock jewelry repair,V
Hendrerit Donec Corporation,83414869405,a,6.49,hobby toy game,O
Curabitur Egestas Nunc PC,83415851389,b,3.2,motor vehicle new parts,H
Enim Mauris Quis Incorporated,83421534972,c,2.22,stationery office printing writing paper,D
Dui LLP,83421619944,a,6.76,health beauty spas,N
At Libero Morbi Incorporated,83559154052,a,5.64,music musical instruments pianos sheet music,M
Ipsum Nunc Id LLC,83575543026,c,1.42,stationery office printing writing paper,D
Donec Porttitor Foundation,83577754480,b,3.33,stationery office printing writing paper,D
Curabitur Massa Corp.,83620670827,b,3.43,cable satellite pay television radio,K
Quis Lectus Ltd,83679168109,a,5.94,watch clock jewelry repair,V
Id Erat Etiam Consulting,83690644458,b,3.15,gift card novelty souvenir,P
Porttitor Ltd,83691794327,c,1.78,books periodicals newspapers,G
Nunc In PC,83702983188,c,2.31,stationery office printing writing paper,D
Nisi Aenean Company,83781478969,a,5.87,watch clock jewelry repair,V
Molestie PC,83802687736,b,3.23,watch clock jewelry repair,V
Ut Nisi A Corp.,83808082504,b,4.2,bicycle,Y
Quis LLP,83808438024,b,4.42,computers computer peripheral equipment software,J
Feugiat Metus Sit Industries,83815730799,a,6.62,lawn garden supply outlets including nurseries,W
Risus Morbi Metus Institute,83841202959,a,5.73,stationery office printing writing paper,D
A Felis Company,83878211395,b,4.32,tent awning,X
Convallis Convallis Dolor Limited,83878213821,c,1.82,equipment tool furniture appliance rent al leasing,S
Tristique Associates,83887431107,a,5.99,bicycle,Y
Lacus Etiam Ltd,83891433615,a,6.21,music musical instruments pianos sheet music,M
Mauris Quis Turpis Associates,83901679234,a,6.67,florists nursery stock flowers,U
Elit Pede Industries,83930795096,b,4.04,bicycle,Y
Curabitur Egestas Nunc Corp.,83935353706,b,4.22,health beauty spas,N
Fringilla Est Ltd,83953428830,b,3.94,motor vehicle new parts,H
Orci Sem Eget Corporation,83992396729,b,3.61,watch clock jewelry repair,V
Molestie Arcu Sed Corporation,84048044848,a,6.49,lawn garden supply outlets including nurseries,W
Non Arcu Industries,84056759251,d,1.21,stationery office printing writing paper,D
Egestas Ligula Industries,84057522285,a,6.77,florists nursery stock flowers,U
Congue Turpis In LLC,84088835754,a,5.77,bicycle,Y
Aliquet Corp.,84124629080,b,3.2,computers computer peripheral equipment software,J
Hendrerit Corp.,84131378699,a,6.1,health beauty spas,N
Egestas A Scelerisque LLC,84160298882,a,6.72,gift card novelty souvenir,P
Semper Nam Corp.,84213521057,b,5.0,artist supply craft,E
Eleifend Nunc LLP,84226109829,a,6.82,gift card novelty souvenir,P
Interdum Enim LLP,84228395458,c,2.19,art dealers galleries,L
Sed Est Nunc Institute,84355195068,b,4.39,tent awning,X
Nullam Vitae Inc.,84357911995,a,5.73,shoe,B
Tortor Nunc Foundation,84391677958,b,3.84,digital goods books movies music,F
Eu Tellus Foundation,84445217729,a,6.85,opticians optical goods eyeglasses,I
Est Tempor Bibendum Industries,84448198573,c,2.32,equipment tool furniture appliance rent al leasing,S
Ac Orci Ut Foundation,84478592825,c,3.05,hobby toy game,O
Fermentum Convallis Ligula Foundation,84507210939,a,5.51,tent awning,X
Iaculis Corporation,84647062762,b,4.34,furniture home furnishings equipment manufacturers except appliances,T
Molestie Orci LLC,84674182559,c,1.94,lawn garden supply outlets including nurseries,W
Amet Consulting,84703983173,c,2.31,computer programming data processing integrated systems design,C
Erat Vivamus Inc.,84709480584,a,6.82,music musical instruments pianos sheet music,M
Varius Orci Inc.,84787662573,c,3.05,antique repairs restoration,R
Odio Aliquam Foundation,84790489548,a,6.22,digital goods books movies music,F
Auctor Mauris Company,84810238439,a,5.66,music musical instruments pianos sheet music,M
Quam Quis Diam Consulting,84895141974,a,6.93,hobby toy game,O
Penatibus Et LLC,84923186920,a,5.62,stationery office printing writing paper,D
Enim Non LLC,84937597269,a,6.75,computers computer peripheral equipment software,J
Est Mauris Associates,85071946566,b,3.19,cable satellite pay television radio,K
Id Nunc LLP,85085859341,a,5.85,hobby toy game,O
Tincidunt Ltd,85117752663,a,5.52,antique repairs restoration,R
Ut Institute,85139489422,b,4.25,cable satellite pay television radio,K
Scelerisque Incorporated,85148942307,a,6.25,lawn garden supply outlets including nurseries,W
Imperdiet Inc.,85151559066,c,2.97,opticians optical goods eyeglasses,I
Vel Est Incorporated,85273542431,b,3.5,equipment tool furniture appliance rent al leasing,S
Lacus Varius Corp.,85276983280,b,3.32,florists nursery stock flowers,U
Cursus Et Magna PC,85350608395,b,4.62,opticians optical goods eyeglasses,I
In Consequat Associates,85362139954,a,6.14,shoe,B
Lectus Ante Corporation,85363843407,c,2.84,digital goods books movies music,F
Vel Corp.,85385819407,b,3.78,cable satellite pay television radio,K
Lorem Limited,85414931149,b,4.69,tent awning,X
Phasellus Fermentum Limited,85444000471,b,4.94,telecom,Q
In Lorem Corp.,85449177396,a,5.65,telecom,Q
Mi Eleifend Egestas LLP,85482742429,b,3.91,gift card novelty souvenir,P
Mauris Blandit Consulting,85490345732,a,5.58,digital goods books movies music,F
Magnis Dis Parturient Industries,85502310765,d,0.84,computer programming data processing integrated systems design,C
Convallis Institute,85528480784,c,2.91,gift card novelty souvenir,P
Sed Neque Associates,85529538986,b,4.12,tent awning,X
Proin Nisl Inc.,85556646149,c,2.75,computer programming data processing integrated systems design,C
Est Tempor Inc.,85574524327,a,6.34,books periodicals newspapers,G
Condimentum Associates,85580030308,a,6.25,watch clock jewelry repair,V
Cras Industries,85590755551,a,6.21,shoe,B
Eget Limited,85618614233,b,4.36,shoe,B
Commodo At Libero PC,85626017907,b,3.61,jewelry watch clock silverware,A
Risus Donec Nibh LLC,85684792409,a,6.37,health beauty spas,N
Arcu Vestibulum Corporation,85715076054,b,3.66,florists nursery stock flowers,U
Convallis Company,85717338751,c,1.91,opticians optical goods eyeglasses,I
Ornare Placerat Industries,85722411612,c,1.74,florists nursery stock flowers,U
Vivamus Sit Associates,85726387922,a,6.28,health beauty spas,N
Vel Company,85730774549,c,1.64,health beauty spas,N
Vestibulum Lorem Sit Limited,85765359302,b,4.79,digital goods books movies music,F
Aliquet Nec Foundation,85813310401,c,2.7,florists nursery stock flowers,U
Lorem Inc.,85881115796,a,5.72,lawn garden supply outlets including nurseries,W
Euismod LLC,85978665515,a,6.64,motor vehicle new parts,H
Non Justo Proin LLP,85990355197,a,5.82,artist supply craft,E
Orci In Foundation,86010199872,c,2.4,computer programming data processing integrated systems design,C
Turpis In Industries,86028994742,a,6.8,cable satellite pay television radio,K
Lorem Fringilla Limited,86081102504,a,5.95,motor vehicle new parts,H
Arcu Imperdiet Ullamcorper LLP,86094613754,b,3.85,motor vehicle new parts,H
Viverra Donec LLC,86101203168,a,6.79,bicycle,Y
Nam Interdum Enim Ltd,86130660254,b,3.5,florists nursery stock flowers,U
Eu Nulla At Inc.,86131077097,b,3.41,artist supply craft,E
Orci Company,86137100428,a,6.3,shoe,B
Donec Consectetuer Mauris Foundation,86143428477,b,3.37,stationery office printing writing paper,D
Non Quam Incorporated,86145109204,c,1.58,opticians optical goods eyeglasses,I
Eget Ipsum Suspendisse Industries,86174823628,c,2.95,florists nursery stock flowers,U
Luctus Vulputate Nisi Institute,86182863634,a,5.99,furniture home furnishings equipment manufacturers except appliances,T
Amet Ltd,86187992452,a,6.77,computer programming data processing integrated systems design,C
Ut Semper Incorporated,86201172910,c,1.8,stationery office printing writing paper,D
Libero Et LLC,86201937910,c,2.29,jewelry watch clock silverware,A
Libero Et Inc.,86223953880,c,1.84,computer programming data processing integrated systems design,C
Nascetur Ridiculus Mus Foundation,86253699836,c,2.87,watch clock jewelry repair,V
Mauris Ut Mi Corporation,86269318582,b,3.18,gift card novelty souvenir,P
Cursus Integer Corporation,86305947527,c,2.72,lawn garden supply outlets including nurseries,W
Est Corp.,86340649164,b,3.11,bicycle,Y
Neque Non Industries,86369183535,c,2.77,computers computer peripheral equipment software,J
Porta Elit Foundation,86379949294,a,5.85,health beauty spas,N
Nullam Suscipit LLC,86388904574,b,4.96,computers computer peripheral equipment software,J
Per Industries,86402909403,b,3.61,artist supply craft,E
Tincidunt Pede Ac Associates,86406618443,a,6.56,digital goods books movies music,F
Quisque Porttitor Associates,86416078719,a,6.64,tent awning,X
Malesuada Fames Ltd,86441371046,a,5.54,computers computer peripheral equipment software,J
Libero Integer In Inc.,86451920285,a,5.7,equipment tool furniture appliance rent al leasing,S
Neque Sed Dictum LLP,86525942285,a,5.64,watch clock jewelry repair,V
Leo In Consulting,86578477987,a,6.43,watch clock jewelry repair,V
Pretium Neque Morbi Ltd,86591172660,b,4.14,gift card novelty souvenir,P
Pellentesque Eget Foundation,86596364671,b,4.53,lawn garden supply outlets including nurseries,W
Praesent Luctus LLC,86621434137,b,3.82,jewelry watch clock silverware,A
Vestibulum Accumsan Associates,86662713230,a,6.41,watch clock jewelry repair,V
Ipsum Suspendisse Non Ltd,86670100004,b,4.6,florists nursery stock flowers,U
Ac Urna Company,86681981623,b,4.02,computers computer peripheral equipment software,J
Ac Urna Consulting,86710922099,b,4.25,art dealers galleries,L
Parturient Consulting,86741096013,b,3.33,motor vehicle new parts,H
Suspendisse Dui LLC,86744504251,a,6.64,jewelry watch clock silverware,A
Posuere Cubilia Curae LLC,86772484982,a,6.6,digital goods books movies music,F
Integer Urna Institute,86791380020,b,3.45,jewelry watch clock silverware,A
Luctus Sit Ltd,86844861009,a,5.74,bicycle,Y
Sociis Limited,86850237223,a,5.55,hobby toy game,O
Nunc Interdum Inc.,86871438193,b,5.0,florists nursery stock flowers,U
Adipiscing Elit Associates,86885252971,c,1.52,lawn garden supply outlets including nurseries,W
Accumsan Corporation,86889657711,b,4.65,jewelry watch clock silverware,A
Euismod Mauris LLP,86899611571,b,3.74,stationery office printing writing paper,D
Lacus Quisque Foundation,86904466480,b,3.65,computer programming data processing integrated systems design,C
Dolor Fusce Ltd,86907350198,b,3.35,computer programming data processing integrated systems design,C
Ante Vivamus Corporation,86938703369,c,2.85,motor vehicle new parts,H
Ac Arcu Nunc LLC,87070475031,c,1.95,stationery office printing writing paper,D
Enim Industries,87070619541,b,3.74,artist supply craft,E
Lacus Limited,87076215407,c,1.52,art dealers galleries,L
Vulputate Inc.,87084550311,b,4.58,bicycle,Y
Egestas Urna Limited,87092867947,c,2.71,computers computer peripheral equipment software,J
Lectus Sit Incorporated,87122475882,a,5.81,computers computer peripheral equipment software,J
Ac Corporation,87178039859,b,3.35,gift card novelty souvenir,P
Mauris Ltd,87203239896,c,2.01,telecom,Q
Mauris Non PC,87211363921,d,0.67,gift card novelty souvenir,P
Nulla At Sem Limited,87214879575,b,4.22,opticians optical goods eyeglasses,I
Posuere At Incorporated,87233538213,b,4.0,music musical instruments pianos sheet music,M
Libero Mauris Inc.,87284273126,b,4.61,stationery office printing writing paper,D
Proin Vel Associates,87285933135,c,1.67,shoe,B
Sapien Cursus Industries,87340243269,b,3.12,books periodicals newspapers,G
Quam Curabitur Vel Inc.,87369323065,a,5.9,music musical instruments pianos sheet music,M
Convallis Erat Company,87380473696,c,2.54,cable satellite pay television radio,K
Tincidunt Aliquam Associates,87404274320,b,3.33,computers computer peripheral equipment software,J
Feugiat Sed Nec Foundation,87451351990,b,3.87,opticians optical goods eyeglasses,I
Non Sapien Ltd,87453687431,b,3.26,lawn garden supply outlets including nurseries,W
Magna Sed Incorporated,87457891433,b,4.97,artist supply craft,E
Porttitor LLP,87459862096,a,6.99,computer programming data processing integrated systems design,C
Amet Foundation,87566366459,c,2.72,health beauty spas,N
Imperdiet Dictum Magna Limited,87622758183,a,6.94,florists nursery stock flowers,U
Eget Industries,87630626808,c,2.26,gift card novelty souvenir,P
Aliquam Foundation,87632767975,b,4.43,computers computer peripheral equipment software,J
Mauris Consulting,87639550697,b,3.27,digital goods books movies music,F
Pharetra Nibh Aliquam PC,87667432396,b,4.91,digital goods books movies music,F
Augue Malesuada Institute,87711607508,a,6.89,computer programming data processing integrated systems design,C
Lacinia Mattis Corp.,87717092177,a,6.43,motor vehicle new parts,H
Suspendisse Eleifend LLC,87719724258,a,6.28,watch clock jewelry repair,V
Neque Vitae LLC,87759704856,b,3.45,music musical instruments pianos sheet music,M
Eget Metus Incorporated,87769349119,b,4.78,shoe,B
Vivamus Sit LLC,87771712045,a,6.13,computer programming data processing integrated systems design,C
Massa Suspendisse Industries,87788702467,b,3.58,health beauty spas,N
Rhoncus Id PC,87811059143,b,4.73,gift card novelty souvenir,P
Vestibulum Associates,87817449611,c,1.74,health beauty spas,N
Phasellus Fermentum Consulting,87824427219,a,6.72,artist supply craft,E
Dolor Elit Company,87852604073,b,3.87,cable satellite pay television radio,K
Taciti Sociosqu Ad Limited,87853468402,a,6.48,lawn garden supply outlets including nurseries,W
Donec Felis Orci Corporation,87898093521,a,6.32,computers computer peripheral equipment software,J
Purus Mauris LLC,87915290368,b,3.14,art dealers galleries,L
Consectetuer Rhoncus Associates,87919999302,a,6.16,cable satellite pay television radio,K
Felis Nulla Foundation,87931914124,a,5.65,computer programming data processing integrated systems design,C
Vestibulum Lorem Incorporated,87964227397,b,4.84,music musical instruments pianos sheet music,M
Eu Sem Pellentesque PC,87982653381,c,1.6,watch clock jewelry repair,V
At Fringilla Associates,87984437233,b,4.25,lawn garden supply outlets including nurseries,W
A Corp.,87998844202,a,6.57,antique repairs restoration,R
Dapibus Id Ltd,88040874613,b,3.9,antique repairs restoration,R
Quam Vel LLC,88047242149,c,1.94,computers computer peripheral equipment software,J
Lobortis Mauris Suspendisse Associates,88052624284,c,2.16,motor vehicle new parts,H
Velit Eu Sem Inc.,88079931689,a,5.98,artist supply craft,E
Ac Mi LLC,88106318416,c,2.2,antique repairs restoration,R
In Mi Corporation,88114023637,a,5.64,furniture home furnishings equipment manufacturers except appliances,T
Non Vestibulum Corp.,88124569339,b,3.58,cable satellite pay television radio,K
Nec Cursus A Corporation,88141903797,c,1.53,cable satellite pay television radio,K
Tellus Id Limited,88202878932,b,3.59,gift card novelty souvenir,P
Semper Nam Tempor LLC,88215945141,a,6.48,florists nursery stock flowers,U
Gravida Sagittis Corporation,88218638184,b,3.95,books periodicals newspapers,G
Eu Tellus Ltd,88230622213,a,5.81,computers computer peripheral equipment software,J
Pellentesque Habitant Morbi Institute,88249446460,c,2.51,computer programming data processing integrated systems design,C
Ultrices Iaculis Inc.,88253903277,c,2.68,hobby toy game,O
Ante Maecenas LLC,88279777843,b,4.69,books periodicals newspapers,G
Et Ultrices Posuere Associates,88299699256,a,6.75,tent awning,X
Pede Cras Vulputate Consulting,88358066529,a,6.2,health beauty spas,N
Dapibus Inc.,88389375042,e,0.33,equipment tool furniture appliance rent al leasing,S
Mauris LLC,88393306198,b,3.68,lawn garden supply outlets including nurseries,W
Duis Dignissim LLC,88402174457,a,6.06,furniture home furnishings equipment manufacturers except appliances,T
Et LLP,88435572170,c,2.84,gift card novelty souvenir,P
Urna Nullam Lobortis Institute,88475230162,b,3.48,tent awning,X
Penatibus Et Magnis Industries,88487804108,b,4.23,health beauty spas,N
At Arcu LLC,88492245451,b,3.13,motor vehicle new parts,H
Purus Mauris Company,88539253623,a,5.85,furniture home furnishings equipment manufacturers except appliances,T
Enim Etiam Industries,88547577701,b,4.66,opticians optical goods eyeglasses,I
Sed Consequat Limited,88553358884,a,6.38,shoe,B
Nisi PC,88563451053,a,6.96,books periodicals newspapers,G
Vulputate Dui Foundation,88568633938,c,2.96,computers computer peripheral equipment software,J
Arcu Vestibulum Institute,88587718979,c,1.63,bicycle,Y
Sem Ut Dolor Inc.,88630093420,a,6.3,shoe,B
Primis Corporation,88642718732,b,3.55,artist supply craft,E
Orci Adipiscing Non LLC,88644745666,a,6.42,artist supply craft,E
Eros PC,88652114856,b,4.35,telecom,Q
Sed Nec Inc.,88699453206,b,3.53,health beauty spas,N
Aliquet Phasellus Fermentum Corporation,88712190602,a,5.72,tent awning,X
Donec Tempus Foundation,88717811993,a,6.12,gift card novelty souvenir,P
Nunc Foundation,88718271716,b,4.75,books periodicals newspapers,G
Fringilla Ornare Placerat Institute,88745863985,a,6.06,art dealers galleries,L
Sed Foundation,88771102187,a,6.8,gift card novelty souvenir,P
Elit Sed Consequat LLC,88795682549,a,5.6,books periodicals newspapers,G
Libero Company,88816810320,b,4.29,lawn garden supply outlets including nurseries,W
Mauris Limited,88848010071,c,2.82,telecom,Q
At Fringilla Company,88878493736,a,6.43,bicycle,Y
Malesuada Augue Ut Associates,88923351769,b,5.04,antique repairs restoration,R
Morbi Neque Associates,88935026131,c,2.42,tent awning,X
Erat Etiam Vestibulum PC,88950371391,b,4.09,artist supply craft,E
Commodo Tincidunt Corp.,88987269041,a,5.77,tent awning,X
Turpis Aliquam LLC,88999491954,a,6.47,telecom,Q
Sollicitudin Adipiscing Ltd,89022158521,b,4.41,hobby toy game,O
Luctus LLC,89022505272,a,5.93,shoe,B
Ac Eleifend Inc.,89023030428,a,5.59,equipment tool furniture appliance rent al leasing,S
Elit Incorporated,89029397913,c,1.85,watch clock jewelry repair,V
At Augue Corporation,89048727914,a,5.57,opticians optical goods eyeglasses,I
Nec Tellus Corporation,89073186125,b,3.23,computer programming data processing integrated systems design,C
Quisque Libero Lacus Limited,89097490915,b,3.65,books periodicals newspapers,G
Adipiscing Lobortis Risus Corporation,89107518982,b,3.66,gift card novelty souvenir,P
Interdum Feugiat Sed Incorporated,89109402284,b,3.87,antique repairs restoration,R
Suspendisse Tristique Neque LLC,89129047209,b,4.02,antique repairs restoration,R
Adipiscing Fringilla Porttitor Ltd,89133730546,b,3.4,art dealers galleries,L
Sagittis Limited,89153112408,a,6.9,computer programming data processing integrated systems design,C
Justo Sit Associates,89175693833,b,4.24,stationery office printing writing paper,D
Lacus Associates,89245892885,c,2.87,cable satellite pay television radio,K
Sem Pellentesque Ut Corp.,89249209432,b,3.99,tent awning,X
Feugiat Incorporated,89260537373,c,2.48,stationery office printing writing paper,D
Duis Cursus PC,89271971543,a,6.89,opticians optical goods eyeglasses,I
Ut Aliquam Limited,89297547843,b,4.01,opticians optical goods eyeglasses,I
Sit Incorporated,89389708676,a,5.91,music musical instruments pianos sheet music,M
Sodales Mauris Corporation,89430765327,a,6.37,books periodicals newspapers,G
Adipiscing Enim LLC,89502033586,a,5.98,digital goods books movies music,F
Vulputate Velit Eu Limited,89518629617,c,3.09,tent awning,X
Mauris Rhoncus LLC,89536028092,a,6.1,computers computer peripheral equipment software,J
Sodales Mauris Corp.,89575340835,a,6.2,hobby toy game,O
Velit Eget Industries,89590900097,a,6.76,motor vehicle new parts,H
Neque PC,89596715410,c,1.5,artist supply craft,E
Ipsum LLC,89598973352,b,4.79,antique repairs restoration,R
Molestie Tortor Consulting,89618228232,a,6.24,telecom,Q
Magnis Foundation,89640578182,a,6.22,tent awning,X
Mattis Cras Eget Company,89687562876,a,6.25,artist supply craft,E
Est Nunc Consulting,89726005175,a,6.01,tent awning,X
Felis Ullamcorper Corp.,89741543872,c,1.56,computer programming data processing integrated systems design,C
Nulla Vulputate Company,89932674734,c,1.67,artist supply craft,E
Eget Venenatis Incorporated,89933762267,a,6.42,gift card novelty souvenir,P
In Faucibus Corp.,89973342551,b,4.54,motor vehicle new parts,H
Nisi Institute,90011689258,a,5.91,computers computer peripheral equipment software,J
Donec Feugiat Metus LLC,90025866810,a,5.97,computer programming data processing integrated systems design,C
Pellentesque Ut Associates,90058425621,b,3.97,computers computer peripheral equipment software,J
Vel Turpis Consulting,90058450104,b,3.18,digital goods books movies music,F
Elit Pellentesque PC,90087872851,a,6.77,digital goods books movies music,F
Lobortis Class Industries,90173050473,c,2.49,lawn garden supply outlets including nurseries,W
Lacus Mauris LLC,90179131356,b,4.98,bicycle,Y
Egestas Inc.,90188095187,c,2.99,shoe,B
Vulputate Dui Nec Company,90290879666,b,3.94,furniture home furnishings equipment manufacturers except appliances,T
Venenatis A Ltd,90320801414,a,6.06,cable satellite pay television radio,K
Sed Auctor Industries,90348927972,a,5.67,florists nursery stock flowers,U
Mauris Rhoncus PC,90360585833,b,4.68,stationery office printing writing paper,D
Enim Suspendisse Aliquet Corp.,90404167929,d,0.8,antique repairs restoration,R
Neque Tellus Imperdiet LLC,90415024734,b,4.85,books periodicals newspapers,G
Adipiscing Ligula Limited,90459292204,c,1.91,lawn garden supply outlets including nurseries,W
Montes Limited,90477374366,b,3.44,tent awning,X
Tincidunt Corp.,90494976499,a,6.19,furniture home furnishings equipment manufacturers except appliances,T
Curabitur Consequat Consulting,90522979771,b,4.47,telecom,Q
Phasellus Dapibus Incorporated,90543168331,c,2.68,furniture home furnishings equipment manufacturers except appliances,T
Diam Eu Dolor LLC,90568944804,b,4.1,tent awning,X
Lacus Ut Ltd,90571530554,a,5.68,lawn garden supply outlets including nurseries,W
A Scelerisque Foundation,90578415511,a,5.95,furniture home furnishings equipment manufacturers except appliances,T
Mollis Integer Company,90599617648,b,3.96,digital goods books movies music,F
Suspendisse Eleifend Cras Foundation,90612658132,a,6.45,gift card novelty souvenir,P
Eu Eleifend LLC,90625095939,b,4.97,computer programming data processing integrated systems design,C
Dui Nec Incorporated,90651237279,c,1.72,antique repairs restoration,R
Nullam Vitae Foundation,90672655190,b,3.65,florists nursery stock flowers,U
In Sodales Limited,90684382197,a,6.52,health beauty spas,N
Ante Nunc Mauris Corp.,90689166680,c,1.43,computer programming data processing integrated systems design,C
Dictum Mi Limited,90692244747,a,6.76,cable satellite pay television radio,K
Cras Lorem Associates,90739983707,b,3.6,music musical instruments pianos sheet music,M
Dolor Vitae PC,90796680287,a,5.97,artist supply craft,E
A Arcu Sed Corporation,90909339288,c,3.06,stationery office printing writing paper,D
Lacus Etiam LLC,90909466474,b,4.52,shoe,B
Pharetra Quisque Company,90918180829,c,2.62,jewelry watch clock silverware,A
Aliquet Metus PC,90920473693,b,4.79,artist supply craft,E
Lorem Sit Ltd,90938232295,a,6.58,tent awning,X
Libero Integer PC,90967287254,a,6.37,gift card novelty souvenir,P
Donec LLC,90967931475,c,1.44,music musical instruments pianos sheet music,M
Risus Donec Corp.,90976587185,a,6.3,art dealers galleries,L
Lorem PC,90984790127,a,6.44,digital goods books movies music,F
Rhoncus Proin Inc.,90994364089,a,6.71,motor vehicle new parts,H
Fringilla Porttitor LLC,91000228616,a,5.64,cable satellite pay television radio,K
Est Associates,91016242612,c,2.52,music musical instruments pianos sheet music,M
Ac Inc.,91062920626,c,1.64,telecom,Q
Vestibulum Lorem Industries,91085233749,a,5.6,cable satellite pay television radio,K
Id Associates,91104916025,b,4.43,furniture home furnishings equipment manufacturers except appliances,T
